color,order
"[191, 172, 132]","[(58, 179, 218), (199, 78, 189), (254, 216, 61)]"
"[128, 164, 117]","[(58, 179, 218), (199, 78, 189), (128, 199, 31)]"
"[111, 126, 113]","[(58, 179, 218), (199, 78, 189), (94, 124, 22)]"
"[75, 142, 180]","[(58, 179, 218), (199, 78, 189), (22, 156, 156)]"
"[93, 154, 211]","[(58, 179, 218), (199, 78, 189), (58, 179, 218)]"
"[94, 98, 187]","[(58, 179, 218), (199, 78, 189), (60, 68, 170)]"
"[133, 89, 194]","[(58, 179, 218), (199, 78, 189), (137, 50, 184)]"
"[164, 103, 196]","[(58, 179, 218), (199, 78, 189), (199, 78, 189)]"
"[186, 134, 187]","[(58, 179, 218), (199, 78, 189), (243, 139, 170)]"
"[200, 207, 224]","[(58, 179, 218), (243, 139, 170), (249, 255, 254)]"
"[154, 158, 172]","[(58, 179, 218), (243, 139, 170), (157, 157, 151)]"
"[111, 119, 138]","[(58, 179, 218), (243, 139, 170), (71, 79, 82)]"
"[90, 94, 114]","[(58, 179, 218), (243, 139, 170), (29, 29, 33)]"
"[141, 122, 122]","[(58, 179, 218), (243, 139, 170), (131, 84, 50)]"
"[163, 102, 116]","[(58, 179, 218), (243, 139, 170), (176, 46, 38)]"
"[200, 144, 112]","[(58, 179, 218), (243, 139, 170), (249, 128, 29)]"
"[202, 188, 128]","[(58, 179, 218), (243, 139, 170), (254, 216, 61)]"
"[139, 179, 112]","[(58, 179, 218), (243, 139, 170), (128, 199, 31)]"
"[122, 142, 108]","[(58, 179, 218), (243, 139, 170), (94, 124, 22)]"
"[86, 158, 175]","[(58, 179, 218), (243, 139, 170), (22, 156, 156)]"
"[104, 169, 206]","[(58, 179, 218), (243, 139, 170), (58, 179, 218)]"
"[105, 114, 182]","[(58, 179, 218), (243, 139, 170), (60, 68, 170)]"
"[144, 104, 189]","[(58, 179, 218), (243, 139, 170), (137, 50, 184)]"
"[175, 118, 192]","[(58, 179, 218), (243, 139, 170), (199, 78, 189)]"
"[197, 149, 182]","[(58, 179, 218), (243, 139, 170), (243, 139, 170)]"
"[202, 208, 233]","[(60, 68, 170), (249, 255, 254), (249, 255, 254)]"
"[156, 159, 182]","[(60, 68, 170), (249, 255, 254), (157, 157, 151)]"
"[113, 120, 147]","[(60, 68, 170), (249, 255, 254), (71, 79, 82)]"
"[92, 95, 122]","[(60, 68, 170), (249, 255, 254), (29, 29, 33)]"
"[143, 123, 131]","[(60, 68, 170), (249, 255, 254), (131, 84, 50)]"
"[165, 104, 125]","[(60, 68, 170), (249, 255, 254), (176, 46, 38)]"
"[202, 145, 120]","[(60, 68, 170), (249, 255, 254), (249, 128, 29)]"
"[204, 189, 136]","[(60, 68, 170), (249, 255, 254), (254, 216, 61)]"
"[141, 180, 122]","[(60, 68, 170), (249, 255, 254), (128, 199, 31)]"
"[124, 143, 117]","[(60, 68, 170), (249, 255, 254), (94, 124, 22)]"
"[88, 159, 184]","[(60, 68, 170), (249, 255, 254), (22, 156, 156)]"
"[106, 170, 215]","[(60, 68, 170), (249, 255, 254), (58, 179, 218)]"
"[107, 115, 191]","[(60, 68, 170), (249, 255, 254), (60, 68, 170)]"
"[146, 106, 198]","[(60, 68, 170), (249, 255, 254), (137, 50, 184)]"
"[177, 120, 200]","[(60, 68, 170), (249, 255, 254), (199, 78, 189)]"
"[199, 150, 191]","[(60, 68, 170), (249, 255, 254), (243, 139, 170)]"
"[179, 184, 207]","[(60, 68, 170), (157, 157, 151), (249, 255, 254)]"
"[133, 135, 156]","[(60, 68, 170), (157, 157, 151), (157, 157, 151)]"
"[90, 96, 121]","[(60, 68, 170), (157, 157, 151), (71, 79, 82)]"
"[69, 71, 97]","[(60, 68, 170), (157, 157, 151), (29, 29, 33)]"
"[120, 98, 105]","[(60, 68, 170), (157, 157, 151), (131, 84, 50)]"
"[142, 79, 99]","[(60, 68, 170), (157, 157, 151), (176, 46, 38)]"
"[179, 120, 95]","[(60, 68, 170), (157, 157, 151), (249, 128, 29)]"
"[181, 164, 111]","[(60, 68, 170), (157, 157, 151), (254, 216, 61)]"
"[118, 156, 96]","[(60, 68, 170), (157, 157, 151), (128, 199, 31)]"
"[101, 118, 91]","[(60, 68, 170), (157, 157, 151), (94, 124, 22)]"
"[65, 134, 158]","[(60, 68, 170), (157, 157, 151), (22, 156, 156)]"
"[83, 146, 189]","[(60, 68, 170), (157, 157, 151), (58, 179, 218)]"
"[84, 90, 165]","[(60, 68, 170), (157, 157, 151), (60, 68, 170)]"
"[123, 81, 172]","[(60, 68, 170), (157, 157, 151), (137, 50, 184)]"
"[154, 95, 175]","[(60, 68, 170), (157, 157, 151), (199, 78, 189)]"
"[176, 126, 165]","[(60, 68, 170), (157, 157, 151), (243, 139, 170)]"
"[157, 164, 190]","[(60, 68, 170), (71, 79, 82), (249, 255, 254)]"
"[111, 115, 138]","[(60, 68, 170), (71, 79, 82), (157, 157, 151)]"
"[68, 76, 104]","[(60, 68, 170), (71, 79, 82), (71, 79, 82)]"
"[47, 51, 80]","[(60, 68, 170), (71, 79, 82), (29, 29, 33)]"
"[98, 79, 88]","[(60, 68, 170), (71, 79, 82), (131, 84, 50)]"
"[121, 60, 82]","[(60, 68, 170), (71, 79, 82), (176, 46, 38)]"
"[157, 101, 78]","[(60, 68, 170), (71, 79, 82), (249, 128, 29)]"
"[160, 145, 94]","[(60, 68, 170), (71, 79, 82), (254, 216, 61)]"
"[97, 136, 78]","[(60, 68, 170), (71, 79, 82), (128, 199, 31)]"
"[80, 99, 74]","[(60, 68, 170), (71, 79, 82), (94, 124, 22)]"
"[44, 115, 141]","[(60, 68, 170), (71, 79, 82), (22, 156, 156)]"
"[62, 126, 172]","[(60, 68, 170), (71, 79, 82), (58, 179, 218)]"
"[63, 71, 148]","[(60, 68, 170), (71, 79, 82), (60, 68, 170)]"
"[101, 62, 155]","[(60, 68, 170), (71, 79, 82), (137, 50, 184)]"
"[132, 76, 158]","[(60, 68, 170), (71, 79, 82), (199, 78, 189)]"
"[154, 106, 148]","[(60, 68, 170), (71, 79, 82), (243, 139, 170)]"
"[147, 152, 178]","[(60, 68, 170), (29, 29, 33), (249, 255, 254)]"
"[101, 103, 126]","[(60, 68, 170), (29, 29, 33), (157, 157, 151)]"
"[58, 64, 92]","[(60, 68, 170), (29, 29, 33), (71, 79, 82)]"
"[37, 39, 67]","[(60, 68, 170), (29, 29, 33), (29, 29, 33)]"
"[88, 66, 76]","[(60, 68, 170), (29, 29, 33), (131, 84, 50)]"
"[110, 47, 70]","[(60, 68, 170), (29, 29, 33), (176, 46, 38)]"
"[147, 88, 65]","[(60, 68, 170), (29, 29, 33), (249, 128, 29)]"
"[149, 132, 81]","[(60, 68, 170), (29, 29, 33), (254, 216, 61)]"
"[86, 124, 66]","[(60, 68, 170), (29, 29, 33), (128, 199, 31)]"
"[69, 86, 62]","[(60, 68, 170), (29, 29, 33), (94, 124, 22)]"
"[33, 102, 129]","[(60, 68, 170), (29, 29, 33), (22, 156, 156)]"
"[51, 114, 160]","[(60, 68, 170), (29, 29, 33), (58, 179, 218)]"
"[52, 58, 136]","[(60, 68, 170), (29, 29, 33), (60, 68, 170)]"
"[91, 49, 143]","[(60, 68, 170), (29, 29, 33), (137, 50, 184)]"
"[122, 63, 145]","[(60, 68, 170), (29, 29, 33), (199, 78, 189)]"
"[144, 94, 136]","[(60, 68, 170), (29, 29, 33), (243, 139, 170)]"
"[172, 166, 182]","[(60, 68, 170), (131, 84, 50), (249, 255, 254)]"
"[126, 116, 130]","[(60, 68, 170), (131, 84, 50), (157, 157, 151)]"
"[83, 78, 96]","[(60, 68, 170), (131, 84, 50), (71, 79, 82)]"
"[62, 52, 72]","[(60, 68, 170), (131, 84, 50), (29, 29, 33)]"
"[113, 80, 80]","[(60, 68, 170), (131, 84, 50), (131, 84, 50)]"
"[136, 61, 74]","[(60, 68, 170), (131, 84, 50), (176, 46, 38)]"
"[172, 102, 70]","[(60, 68, 170), (131, 84, 50), (249, 128, 29)]"
"[175, 146, 86]","[(60, 68, 170), (131, 84, 50), (254, 216, 61)]"
"[112, 138, 70]","[(60, 68, 170), (131, 84, 50), (128, 199, 31)]"
"[95, 100, 66]","[(60, 68, 170), (131, 84, 50), (94, 124, 22)]"
"[59, 116, 133]","[(60, 68, 170), (131, 84, 50), (22, 156, 156)]"
"[77, 128, 164]","[(60, 68, 170), (131, 84, 50), (58, 179, 218)]"
"[78, 72, 140]","[(60, 68, 170), (131, 84, 50), (60, 68, 170)]"
"[116, 63, 147]","[(60, 68, 170), (131, 84, 50), (137, 50, 184)]"
"[147, 77, 150]","[(60, 68, 170), (131, 84, 50), (199, 78, 189)]"
"[169, 108, 140]","[(60, 68, 170), (131, 84, 50), (243, 139, 170)]"
"[184, 156, 179]","[(60, 68, 170), (176, 46, 38), (249, 255, 254)]"
"[138, 107, 128]","[(60, 68, 170), (176, 46, 38), (157, 157, 151)]"
"[94, 68, 93]","[(60, 68, 170), (176, 46, 38), (71, 79, 82)]"
"[74, 43, 68]","[(60, 68, 170), (176, 46, 38), (29, 29, 33)]"
"[124, 70, 77]","[(60, 68, 170), (176, 46, 38), (131, 84, 50)]"
"[147, 52, 71]","[(60, 68, 170), (176, 46, 38), (176, 46, 38)]"
"[184, 92, 66]","[(60, 68, 170), (176, 46, 38), (249, 128, 29)]"
"[186, 136, 82]","[(60, 68, 170), (176, 46, 38), (254, 216, 61)]"
"[123, 128, 68]","[(60, 68, 170), (176, 46, 38), (128, 199, 31)]"
"[106, 90, 63]","[(60, 68, 170), (176, 46, 38), (94, 124, 22)]"
"[70, 106, 130]","[(60, 68, 170), (176, 46, 38), (22, 156, 156)]"
"[88, 118, 161]","[(60, 68, 170), (176, 46, 38), (58, 179, 218)]"
"[89, 62, 137]","[(60, 68, 170), (176, 46, 38), (60, 68, 170)]"
"[128, 54, 144]","[(60, 68, 170), (176, 46, 38), (137, 50, 184)]"
"[158, 68, 146]","[(60, 68, 170), (176, 46, 38), (199, 78, 189)]"
"[180, 98, 137]","[(60, 68, 170), (176, 46, 38), (243, 139, 170)]"
"[202, 176, 177]","[(60, 68, 170), (249, 128, 29), (249, 255, 254)]"
"[156, 128, 125]","[(60, 68, 170), (249, 128, 29), (157, 157, 151)]"
"[113, 88, 91]","[(60, 68, 170), (249, 128, 29), (71, 79, 82)]"
"[92, 64, 66]","[(60, 68, 170), (249, 128, 29), (29, 29, 33)]"
"[143, 91, 75]","[(60, 68, 170), (249, 128, 29), (131, 84, 50)]"
"[165, 72, 69]","[(60, 68, 170), (249, 128, 29), (176, 46, 38)]"
"[202, 113, 64]","[(60, 68, 170), (249, 128, 29), (249, 128, 29)]"
"[204, 157, 80]","[(60, 68, 170), (249, 128, 29), (254, 216, 61)]"
"[141, 148, 65]","[(60, 68, 170), (249, 128, 29), (128, 199, 31)]"
"[124, 111, 61]","[(60, 68, 170), (249, 128, 29), (94, 124, 22)]"
"[88, 127, 128]","[(60, 68, 170), (249, 128, 29), (22, 156, 156)]"
"[106, 138, 159]","[(60, 68, 170), (249, 128, 29), (58, 179, 218)]"
"[107, 83, 135]","[(60, 68, 170), (249, 128, 29), (60, 68, 170)]"
"[146, 74, 142]","[(60, 68, 170), (249, 128, 29), (137, 50, 184)]"
"[177, 88, 144]","[(60, 68, 170), (249, 128, 29), (199, 78, 189)]"
"[199, 118, 135]","[(60, 68, 170), (249, 128, 29), (243, 139, 170)]"
"[203, 198, 185]","[(60, 68, 170), (254, 216, 61), (249, 255, 254)]"
"[157, 150, 133]","[(60, 68, 170), (254, 216, 61), (157, 157, 151)]"
"[114, 110, 99]","[(60, 68, 170), (254, 216, 61), (71, 79, 82)]"
"[93, 86, 74]","[(60, 68, 170), (254, 216, 61), (29, 29, 33)]"
"[144, 113, 83]","[(60, 68, 170), (254, 216, 61), (131, 84, 50)]"
"[166, 94, 77]","[(60, 68, 170), (254, 216, 61), (176, 46, 38)]"
"[203, 135, 72]","[(60, 68, 170), (254, 216, 61), (249, 128, 29)]"
"[206, 179, 88]","[(60, 68, 170), (254, 216, 61), (254, 216, 61)]"
"[142, 170, 73]","[(60, 68, 170), (254, 216, 61), (128, 199, 31)]"
"[126, 133, 69]","[(60, 68, 170), (254, 216, 61), (94, 124, 22)]"
"[90, 149, 136]","[(60, 68, 170), (254, 216, 61), (22, 156, 156)]"
"[108, 160, 167]","[(60, 68, 170), (254, 216, 61), (58, 179, 218)]"
"[108, 105, 143]","[(60, 68, 170), (254, 216, 61), (60, 68, 170)]"
"[147, 96, 150]","[(60, 68, 170), (254, 216, 61), (137, 50, 184)]"
"[178, 110, 152]","[(60, 68, 170), (254, 216, 61), (199, 78, 189)]"
"[200, 140, 143]","[(60, 68, 170), (254, 216, 61), (243, 139, 170)]"
"[172, 194, 177]","[(60, 68, 170), (128, 199, 31), (249, 255, 254)]"
"[126, 145, 126]","[(60, 68, 170), (128, 199, 31), (157, 157, 151)]"
"[82, 106, 91]","[(60, 68, 170), (128, 199, 31), (71, 79, 82)]"
"[62, 81, 67]","[(60, 68, 170), (128, 199, 31), (29, 29, 33)]"
"[112, 109, 75]","[(60, 68, 170), (128, 199, 31), (131, 84, 50)]"
"[135, 90, 69]","[(60, 68, 170), (128, 199, 31), (176, 46, 38)]"
"[172, 131, 65]","[(60, 68, 170), (128, 199, 31), (249, 128, 29)]"
"[174, 175, 81]","[(60, 68, 170), (128, 199, 31), (254, 216, 61)]"
"[111, 166, 66]","[(60, 68, 170), (128, 199, 31), (128, 199, 31)]"
"[94, 129, 61]","[(60, 68, 170), (128, 199, 31), (94, 124, 22)]"
"[58, 145, 128]","[(60, 68, 170), (128, 199, 31), (22, 156, 156)]"
"[76, 156, 159]","[(60, 68, 170), (128, 199, 31), (58, 179, 218)]"
"[77, 101, 135]","[(60, 68, 170), (128, 199, 31), (60, 68, 170)]"
"[116, 92, 142]","[(60, 68, 170), (128, 199, 31), (137, 50, 184)]"
"[146, 106, 145]","[(60, 68, 170), (128, 199, 31), (199, 78, 189)]"
"[168, 136, 135]","[(60, 68, 170), (128, 199, 31), (243, 139, 170)]"
"[163, 176, 175]","[(60, 68, 170), (94, 124, 22), (249, 255, 254)]"
"[117, 126, 124]","[(60, 68, 170), (94, 124, 22), (157, 157, 151)]"
"[74, 88, 89]","[(60, 68, 170), (94, 124, 22), (71, 79, 82)]"
"[53, 62, 64]","[(60, 68, 170), (94, 124, 22), (29, 29, 33)]"
"[104, 90, 73]","[(60, 68, 170), (94, 124, 22), (131, 84, 50)]"
"[126, 71, 67]","[(60, 68, 170), (94, 124, 22), (176, 46, 38)]"
"[163, 112, 62]","[(60, 68, 170), (94, 124, 22), (249, 128, 29)]"
"[166, 156, 78]","[(60, 68, 170), (94, 124, 22), (254, 216, 61)]"
"[102, 148, 64]","[(60, 68, 170), (94, 124, 22), (128, 199, 31)]"
"[86, 110, 59]","[(60, 68, 170), (94, 124, 22), (94, 124, 22)]"
"[50, 126, 126]","[(60, 68, 170), (94, 124, 22), (22, 156, 156)]"
"[68, 138, 157]","[(60, 68, 170), (94, 124, 22), (58, 179, 218)]"
"[68, 82, 133]","[(60, 68, 170), (94, 124, 22), (60, 68, 170)]"
"[107, 73, 140]","[(60, 68, 170), (94, 124, 22), (137, 50, 184)]"
"[138, 87, 142]","[(60, 68, 170), (94, 124, 22), (199, 78, 189)]"
"[160, 118, 133]","[(60, 68, 170), (94, 124, 22), (243, 139, 170)]"
"[145, 184, 208]","[(60, 68, 170), (22, 156, 156), (249, 255, 254)]"
"[99, 134, 157]","[(60, 68, 170), (22, 156, 156), (157, 157, 151)]"
"[56, 96, 122]","[(60, 68, 170), (22, 156, 156), (71, 79, 82)]"
"[35, 70, 98]","[(60, 68, 170), (22, 156, 156), (29, 29, 33)]"
"[86, 98, 106]","[(60, 68, 170), (22, 156, 156), (131, 84, 50)]"
"[108, 79, 100]","[(60, 68, 170), (22, 156, 156), (176, 46, 38)]"
"[145, 120, 96]","[(60, 68, 170), (22, 156, 156), (249, 128, 29)]"
"[148, 164, 112]","[(60, 68, 170), (22, 156, 156), (254, 216, 61)]"
"[84, 156, 97]","[(60, 68, 170), (22, 156, 156), (128, 199, 31)]"
"[68, 118, 92]","[(60, 68, 170), (22, 156, 156), (94, 124, 22)]"
"[32, 134, 160]","[(60, 68, 170), (22, 156, 156), (22, 156, 156)]"
"[50, 146, 190]","[(60, 68, 170), (22, 156, 156), (58, 179, 218)]"
"[50, 90, 166]","[(60, 68, 170), (22, 156, 156), (60, 68, 170)]"
"[89, 81, 174]","[(60, 68, 170), (22, 156, 156), (137, 50, 184)]"
"[120, 95, 176]","[(60, 68, 170), (22, 156, 156), (199, 78, 189)]"
"[142, 126, 166]","[(60, 68, 170), (22, 156, 156), (243, 139, 170)]"
"[154, 189, 224]","[(60, 68, 170), (58, 179, 218), (249, 255, 254)]"
"[108, 140, 172]","[(60, 68, 170), (58, 179, 218), (157, 157, 151)]"
"[65, 101, 138]","[(60, 68, 170), (58, 179, 218), (71, 79, 82)]"
"[44, 76, 114]","[(60, 68, 170), (58, 179, 218), (29, 29, 33)]"
"[95, 104, 122]","[(60, 68, 170), (58, 179, 218), (131, 84, 50)]"
"[118, 85, 116]","[(60, 68, 170), (58, 179, 218), (176, 46, 38)]"
"[154, 126, 112]","[(60, 68, 170), (58, 179, 218), (249, 128, 29)]"
"[156, 170, 128]","[(60, 68, 170), (58, 179, 218), (254, 216, 61)]"
"[94, 161, 112]","[(60, 68, 170), (58, 179, 218), (128, 199, 31)]"
"[76, 124, 108]","[(60, 68, 170), (58, 179, 218), (94, 124, 22)]"
"[40, 140, 175]","[(60, 68, 170), (58, 179, 218), (22, 156, 156)]"
"[58, 151, 206]","[(60, 68, 170), (58, 179, 218), (58, 179, 218)]"
"[60, 96, 182]","[(60, 68, 170), (58, 179, 218), (60, 68, 170)]"
"[98, 87, 189]","[(60, 68, 170), (58, 179, 218), (137, 50, 184)]"
"[129, 101, 192]","[(60, 68, 170), (58, 179, 218), (199, 78, 189)]"
"[151, 131, 182]","[(60, 68, 170), (58, 179, 218), (243, 139, 170)]"
"[154, 162, 212]","[(60, 68, 170), (60, 68, 170), (249, 255, 254)]"
"[108, 112, 160]","[(60, 68, 170), (60, 68, 170), (157, 157, 151)]"
"[66, 74, 126]","[(60, 68, 170), (60, 68, 170), (71, 79, 82)]"
"[44, 48, 102]","[(60, 68, 170), (60, 68, 170), (29, 29, 33)]"
"[96, 76, 110]","[(60, 68, 170), (60, 68, 170), (131, 84, 50)]"
"[118, 57, 104]","[(60, 68, 170), (60, 68, 170), (176, 46, 38)]"
"[154, 98, 100]","[(60, 68, 170), (60, 68, 170), (249, 128, 29)]"
"[157, 142, 116]","[(60, 68, 170), (60, 68, 170), (254, 216, 61)]"
"[94, 134, 100]","[(60, 68, 170), (60, 68, 170), (128, 199, 31)]"
"[77, 96, 96]","[(60, 68, 170), (60, 68, 170), (94, 124, 22)]"
"[41, 112, 163]","[(60, 68, 170), (60, 68, 170), (22, 156, 156)]"
"[59, 124, 194]","[(60, 68, 170), (60, 68, 170), (58, 179, 218)]"
"[60, 68, 170]","[(60, 68, 170), (60, 68, 170), (60, 68, 170)]"
"[98, 59, 177]","[(60, 68, 170), (60, 68, 170), (137, 50, 184)]"
"[130, 73, 180]","[(60, 68, 170), (60, 68, 170), (199, 78, 189)]"
"[152, 104, 170]","[(60, 68, 170), (60, 68, 170), (243, 139, 170)]"
"[174, 157, 216]","[(60, 68, 170), (137, 50, 184), (249, 255, 254)]"
"[128, 108, 164]","[(60, 68, 170), (137, 50, 184), (157, 157, 151)]"
"[85, 69, 130]","[(60, 68, 170), (137, 50, 184), (71, 79, 82)]"
"[64, 44, 105]","[(60, 68, 170), (137, 50, 184), (29, 29, 33)]"
"[115, 72, 114]","[(60, 68, 170), (137, 50, 184), (131, 84, 50)]"
"[137, 52, 108]","[(60, 68, 170), (137, 50, 184), (176, 46, 38)]"
"[174, 94, 103]","[(60, 68, 170), (137, 50, 184), (249, 128, 29)]"
"[176, 138, 119]","[(60, 68, 170), (137, 50, 184), (254, 216, 61)]"
"[113, 129, 104]","[(60, 68, 170), (137, 50, 184), (128, 199, 31)]"
"[96, 92, 100]","[(60, 68, 170), (137, 50, 184), (94, 124, 22)]"
"[60, 108, 166]","[(60, 68, 170), (137, 50, 184), (22, 156, 156)]"
"[78, 119, 198]","[(60, 68, 170), (137, 50, 184), (58, 179, 218)]"
"[79, 64, 174]","[(60, 68, 170), (137, 50, 184), (60, 68, 170)]"
"[118, 54, 180]","[(60, 68, 170), (137, 50, 184), (137, 50, 184)]"
"[149, 68, 183]","[(60, 68, 170), (137, 50, 184), (199, 78, 189)]"
"[171, 99, 174]","[(60, 68, 170), (137, 50, 184), (243, 139, 170)]"
"[189, 164, 217]","[(60, 68, 170), (199, 78, 189), (249, 255, 254)]"
"[143, 115, 165]","[(60, 68, 170), (199, 78, 189), (157, 157, 151)]"
"[100, 76, 131]","[(60, 68, 170), (199, 78, 189), (71, 79, 82)]"
"[79, 51, 106]","[(60, 68, 170), (199, 78, 189), (29, 29, 33)]"
"[130, 78, 115]","[(60, 68, 170), (199, 78, 189), (131, 84, 50)]"
"[153, 60, 109]","[(60, 68, 170), (199, 78, 189), (176, 46, 38)]"
"[189, 100, 104]","[(60, 68, 170), (199, 78, 189), (249, 128, 29)]"
"[192, 144, 120]","[(60, 68, 170), (199, 78, 189), (254, 216, 61)]"
"[129, 136, 105]","[(60, 68, 170), (199, 78, 189), (128, 199, 31)]"
"[112, 98, 101]","[(60, 68, 170), (199, 78, 189), (94, 124, 22)]"
"[76, 114, 168]","[(60, 68, 170), (199, 78, 189), (22, 156, 156)]"
"[94, 126, 199]","[(60, 68, 170), (199, 78, 189), (58, 179, 218)]"
"[95, 70, 175]","[(60, 68, 170), (199, 78, 189), (60, 68, 170)]"
"[133, 62, 182]","[(60, 68, 170), (199, 78, 189), (137, 50, 184)]"
"[164, 76, 184]","[(60, 68, 170), (199, 78, 189), (199, 78, 189)]"
"[186, 106, 175]","[(60, 68, 170), (199, 78, 189), (243, 139, 170)]"
"[200, 179, 212]","[(60, 68, 170), (243, 139, 170), (249, 255, 254)]"
"[154, 130, 160]","[(60, 68, 170), (243, 139, 170), (157, 157, 151)]"
"[111, 91, 126]","[(60, 68, 170), (243, 139, 170), (71, 79, 82)]"
"[90, 66, 102]","[(60, 68, 170), (243, 139, 170), (29, 29, 33)]"
"[141, 94, 110]","[(60, 68, 170), (243, 139, 170), (131, 84, 50)]"
"[164, 75, 104]","[(60, 68, 170), (243, 139, 170), (176, 46, 38)]"
"[200, 116, 100]","[(60, 68, 170), (243, 139, 170), (249, 128, 29)]"
"[203, 160, 116]","[(60, 68, 170), (243, 139, 170), (254, 216, 61)]"
"[140, 151, 100]","[(60, 68, 170), (243, 139, 170), (128, 199, 31)]"
"[123, 114, 96]","[(60, 68, 170), (243, 139, 170), (94, 124, 22)]"
"[87, 130, 163]","[(60, 68, 170), (243, 139, 170), (22, 156, 156)]"
"[105, 141, 194]","[(60, 68, 170), (243, 139, 170), (58, 179, 218)]"
"[106, 86, 170]","[(60, 68, 170), (243, 139, 170), (60, 68, 170)]"
"[144, 77, 177]","[(60, 68, 170), (243, 139, 170), (137, 50, 184)]"
"[175, 91, 180]","[(60, 68, 170), (243, 139, 170), (199, 78, 189)]"
"[197, 121, 170]","[(60, 68, 170), (243, 139, 170), (243, 139, 170)]"
"[221, 204, 236]","[(137, 50, 184), (249, 255, 254), (249, 255, 254)]"
"[175, 155, 185]","[(137, 50, 184), (249, 255, 254), (157, 157, 151)]"
"[132, 116, 150]","[(137, 50, 184), (249, 255, 254), (71, 79, 82)]"
"[111, 91, 126]","[(137, 50, 184), (249, 255, 254), (29, 29, 33)]"
"[162, 118, 134]","[(137, 50, 184), (249, 255, 254), (131, 84, 50)]"
"[184, 99, 128]","[(137, 50, 184), (249, 255, 254), (176, 46, 38)]"
"[221, 140, 124]","[(137, 50, 184), (249, 255, 254), (249, 128, 29)]"
"[224, 184, 140]","[(137, 50, 184), (249, 255, 254), (254, 216, 61)]"
"[160, 176, 125]","[(137, 50, 184), (249, 255, 254), (128, 199, 31)]"
"[144, 138, 120]","[(137, 50, 184), (249, 255, 254), (94, 124, 22)]"
"[108, 154, 188]","[(137, 50, 184), (249, 255, 254), (22, 156, 156)]"
"[126, 166, 218]","[(137, 50, 184), (249, 255, 254), (58, 179, 218)]"
"[126, 110, 194]","[(137, 50, 184), (249, 255, 254), (60, 68, 170)]"
"[165, 101, 202]","[(137, 50, 184), (249, 255, 254), (137, 50, 184)]"
"[196, 115, 204]","[(137, 50, 184), (249, 255, 254), (199, 78, 189)]"
"[218, 146, 194]","[(137, 50, 184), (249, 255, 254), (243, 139, 170)]"
"[198, 179, 211]","[(137, 50, 184), (157, 157, 151), (249, 255, 254)]"
"[152, 130, 159]","[(137, 50, 184), (157, 157, 151), (157, 157, 151)]"
"[109, 91, 125]","[(137, 50, 184), (157, 157, 151), (71, 79, 82)]"
"[88, 66, 100]","[(137, 50, 184), (157, 157, 151), (29, 29, 33)]"
"[139, 94, 109]","[(137, 50, 184), (157, 157, 151), (131, 84, 50)]"
"[162, 75, 103]","[(137, 50, 184), (157, 157, 151), (176, 46, 38)]"
"[198, 116, 98]","[(137, 50, 184), (157, 157, 151), (249, 128, 29)]"
"[200, 160, 114]","[(137, 50, 184), (157, 157, 151), (254, 216, 61)]"
"[138, 151, 99]","[(137, 50, 184), (157, 157, 151), (128, 199, 31)]"
"[120, 114, 95]","[(137, 50, 184), (157, 157, 151), (94, 124, 22)]"
"[84, 130, 162]","[(137, 50, 184), (157, 157, 151), (22, 156, 156)]"
"[102, 141, 193]","[(137, 50, 184), (157, 157, 151), (58, 179, 218)]"
"[104, 86, 169]","[(137, 50, 184), (157, 157, 151), (60, 68, 170)]"
"[142, 77, 176]","[(137, 50, 184), (157, 157, 151), (137, 50, 184)]"
"[173, 91, 178]","[(137, 50, 184), (157, 157, 151), (199, 78, 189)]"
"[195, 121, 169]","[(137, 50, 184), (157, 157, 151), (243, 139, 170)]"
"[176, 160, 194]","[(137, 50, 184), (71, 79, 82), (249, 255, 254)]"
"[130, 111, 142]","[(137, 50, 184), (71, 79, 82), (157, 157, 151)]"
"[88, 72, 108]","[(137, 50, 184), (71, 79, 82), (71, 79, 82)]"
"[66, 47, 83]","[(137, 50, 184), (71, 79, 82), (29, 29, 33)]"
"[118, 74, 92]","[(137, 50, 184), (71, 79, 82), (131, 84, 50)]"
"[140, 55, 86]","[(137, 50, 184), (71, 79, 82), (176, 46, 38)]"
"[176, 96, 81]","[(137, 50, 184), (71, 79, 82), (249, 128, 29)]"
"[179, 140, 97]","[(137, 50, 184), (71, 79, 82), (254, 216, 61)]"
"[116, 132, 82]","[(137, 50, 184), (71, 79, 82), (128, 199, 31)]"
"[99, 94, 78]","[(137, 50, 184), (71, 79, 82), (94, 124, 22)]"
"[63, 110, 144]","[(137, 50, 184), (71, 79, 82), (22, 156, 156)]"
"[81, 122, 176]","[(137, 50, 184), (71, 79, 82), (58, 179, 218)]"
"[82, 66, 152]","[(137, 50, 184), (71, 79, 82), (60, 68, 170)]"
"[120, 57, 158]","[(137, 50, 184), (71, 79, 82), (137, 50, 184)]"
"[152, 71, 161]","[(137, 50, 184), (71, 79, 82), (199, 78, 189)]"
"[174, 102, 152]","[(137, 50, 184), (71, 79, 82), (243, 139, 170)]"
"[166, 147, 181]","[(137, 50, 184), (29, 29, 33), (249, 255, 254)]"
"[120, 98, 130]","[(137, 50, 184), (29, 29, 33), (157, 157, 151)]"
"[77, 59, 95]","[(137, 50, 184), (29, 29, 33), (71, 79, 82)]"
"[56, 34, 71]","[(137, 50, 184), (29, 29, 33), (29, 29, 33)]"
